index,from_square,action_type,move,action_desc
1178,a3,10,a3e3,동(E) 방향 거리 4
1179,a3,11,a3f3,동(E) 방향 거리 5
1180,a3,12,a3g3,동(E) 방향 거리 6
1181,a3,13,a3h3,동(E) 방향 거리 7
1182,a3,14,a3a2,남(S) 방향 거리 1
1183,a3,15,a3a1,남(S) 방향 거리 2
1184,a3,16,,남(S) 방향 거리 3
1185,a3,17,,남(S) 방향 거리 4
1186,a3,18,,남(S) 방향 거리 5
1187,a3,19,,남(S) 방향 거리 6
1188,a3,20,,남(S) 방향 거리 7
1189,a3,21,,서(W) 방향 거리 1
1190,a3,22,,서(W) 방향 거리 2
1191,a3,23,,서(W) 방향 거리 3
1192,a3,24,,서(W) 방향 거리 4
1193,a3,25,,서(W) 방향 거리 5
1194,a3,26,,서(W) 방향 거리 6
1195,a3,27,,서(W) 방향 거리 7
1196,a3,28,a3b4,북동(NE) 방향 거리 1
1197,a3,29,a3c5,북동(NE) 방향 거리 2
1198,a3,30,a3d6,북동(NE) 방향 거리 3
1199,a3,31,a3e7,북동(NE) 방향 거리 4
1200,a3,32,a3f8,북동(NE) 방향 거리 5
1201,a3,33,,북동(NE) 방향 거리 6
1202,a3,34,,북동(NE) 방향 거리 7
1203,a3,35,,북서(NW) 방향 거리 1
1204,a3,36,,북서(NW) 방향 거리 2
1205,a3,37,,북서(NW) 방향 거리 3
1206,a3,38,,북서(NW) 방향 거리 4
1207,a3,39,,북서(NW) 방향 거리 5
1208,a3,40,,북서(NW) 방향 거리 6
1209,a3,41,,북서(NW) 방향 거리 7
1210,a3,42,a3b2,남동(SE) 방향 거리 1
1211,a3,43,a3c1,남동(SE) 방향 거리 2
1212,a3,44,,남동(SE) 방향 거리 3
1213,a3,45,,남동(SE) 방향 거리 4
1214,a3,46,,남동(SE) 방향 거리 5
1215,a3,47,,남동(SE) 방향 거리 6
1216,a3,48,,남동(SE) 방향 거리 7
1217,a3,49,,남서(SW) 방향 거리 1
1218,a3,50,,남서(SW) 방향 거리 2
1219,a3,51,,남서(SW) 방향 거리 3
1220,a3,52,,남서(SW) 방향 거리 4
1221,a3,53,,남서(SW) 방향 거리 5
1222,a3,54,,남서(SW) 방향 거리 6
1223,a3,55,,남서(SW) 방향 거리 7
1224,a3,56,a3b5,"나이트 이동 (+1,+2)"
1225,a3,57,a3c4,"나이트 이동 (+2,+1)"
1226,a3,58,a3c2,"나이트 이동 (+2,−1)"
1227,a3,59,a3b1,"나이트 이동 (+1,−2)"
1228,a3,60,,"나이트 이동 (−1,−2)"
1229,a3,61,,"나이트 이동 (−2,−1)"
1230,a3,62,,"나이트 이동 (−2,+1)"
1231,a3,63,,"나이트 이동 (−1,+2)"
1232,a3,64,,폰 직진 승격 → 나이트
1233,a3,65,,폰 직진 승격 → 비숍
1234,a3,66,,폰 직진 승격 → 룩
1235,a3,67,,폰 대각선 우 승격 → 나이트
1236,a3,68,,폰 대각선 우 승격 → 비숍
1237,a3,69,,폰 대각선 우 승격 → 룩
1238,a3,70,,폰 대각선 좌 승격 → 나이트
1239,a3,71,,폰 대각선 좌 승격 → 비숍
1240,a3,72,,폰 대각선 좌 승격 → 룩
1241,b3,0,b3b4,북(N) 방향 거리 1
1242,b3,1,b3b5,북(N) 방향 거리 2
1243,b3,2,b3b6,북(N) 방향 거리 3
1244,b3,3,b3b7,북(N) 방향 거리 4
1245,b3,4,b3b8,북(N) 방향 거리 5
1246,b3,5,,북(N) 방향 거리 6
1247,b3,6,,북(N) 방향 거리 7
1248,b3,7,b3c3,동(E) 방향 거리 1
1249,b3,8,b3d3,동(E) 방향 거리 2
1250,b3,9,b3e3,동(E) 방향 거리 3
1251,b3,10,b3f3,동(E) 방향 거리 4
1252,b3,11,b3g3,동(E) 방향 거리 5
1253,b3,12,b3h3,동(E) 방향 거리 6
1254,b3,13,,동(E) 방향 거리 7
1255,b3,14,b3b2,남(S) 방향 거리 1
1256,b3,15,b3b1,남(S) 방향 거리 2
1257,b3,16,,남(S) 방향 거리 3
1258,b3,17,,남(S) 방향 거리 4
1259,b3,18,,남(S) 방향 거리 5
1260,b3,19,,남(S) 방향 거리 6
1261,b3,20,,남(S) 방향 거리 7
1262,b3,21,b3a3,서(W) 방향 거리 1
1263,b3,22,,서(W) 방향 거리 2
1264,b3,23,,서(W) 방향 거리 3
1265,b3,24,,서(W) 방향 거리 4
1266,b3,25,,서(W) 방향 거리 5
1267,b3,26,,서(W) 방향 거리 6
1268,b3,27,,서(W) 방향 거리 7
1269,b3,28,b3c4,북동(NE) 방향 거리 1
1270,b3,29,b3d5,북동(NE) 방향 거리 2
1271,b3,30,b3e6,북동(NE) 방향 거리 3
1272,b3,31,b3f7,북동(NE) 방향 거리 4
1273,b3,32,b3g8,북동(NE) 방향 거리 5
1274,b3,33,,북동(NE) 방향 거리 6
1275,b3,34,,북동(NE) 방향 거리 7
1276,b3,35,b3a4,북서(NW) 방향 거리 1
1277,b3,36,,북서(NW) 방향 거리 2
1278,b3,37,,북서(NW) 방향 거리 3
1279,b3,38,,북서(NW) 방향 거리 4
1280,b3,39,,북서(NW) 방향 거리 5
1281,b3,40,,북서(NW) 방향 거리 6
1282,b3,41,,북서(NW) 방향 거리 7
1283,b3,42,b3c2,남동(SE) 방향 거리 1
1284,b3,43,b3d1,남동(SE) 방향 거리 2
1285,b3,44,,남동(SE) 방향 거리 3
1286,b3,45,,남동(SE) 방향 거리 4
1287,b3,46,,남동(SE) 방향 거리 5
1288,b3,47,,남동(SE) 방향 거리 6
1289,b3,48,,남동(SE) 방향 거리 7
1290,b3,49,b3a2,남서(SW) 방향 거리 1
1291,b3,50,,남서(SW) 방향 거리 2
1292,b3,51,,남서(SW) 방향 거리 3
1293,b3,52,,남서(SW) 방향 거리 4
1294,b3,53,,남서(SW) 방향 거리 5
1295,b3,54,,남서(SW) 방향 거리 6
1296,b3,55,,남서(SW) 방향 거리 7
1297,b3,56,b3c5,"나이트 이동 (+1,+2)"
1298,b3,57,b3d4,"나이트 이동 (+2,+1)"
1299,b3,58,b3d2,"나이트 이동 (+2,−1)"
1300,b3,59,b3c1,"나이트 이동 (+1,−2)"
1301,b3,60,b3a1,"나이트 이동 (−1,−2)"
1302,b3,61,,"나이트 이동 (−2,−1)"
1303,b3,62,,"나이트 이동 (−2,+1)"
1304,b3,63,b3a5,"나이트 이동 (−1,+2)"
1305,b3,64,,폰 직진 승격 → 나이트
1306,b3,65,,폰 직진 승격 → 비숍
1307,b3,66,,폰 직진 승격 → 룩
1308,b3,67,,폰 대각선 우 승격 → 나이트
1309,b3,68,,폰 대각선 우 승격 → 비숍
1310,b3,69,,폰 대각선 우 승격 → 룩
1311,b3,70,,폰 대각선 좌 승격 → 나이트
1312,b3,71,,폰 대각선 좌 승격 → 비숍
1313,b3,72,,폰 대각선 좌 승격 → 룩
1314,c3,0,c3c4,북(N) 방향 거리 1
1315,c3,1,c3c5,북(N) 방향 거리 2
1316,c3,2,c3c6,북(N) 방향 거리 3
1317,c3,3,c3c7,북(N) 방향 거리 4
1318,c3,4,c3c8,북(N) 방향 거리 5
1319,c3,5,,북(N) 방향 거리 6
1320,c3,6,,북(N) 방향 거리 7
1321,c3,7,c3d3,동(E) 방향 거리 1
1322,c3,8,c3e3,동(E) 방향 거리 2
1323,c3,9,c3f3,동(E) 방향 거리 3
1324,c3,10,c3g3,동(E) 방향 거리 4
1325,c3,11,c3h3,동(E) 방향 거리 5
1326,c3,12,,동(E) 방향 거리 6
1327,c3,13,,동(E) 방향 거리 7
1328,c3,14,c3c2,남(S) 방향 거리 1
1329,c3,15,c3c1,남(S) 방향 거리 2
1330,c3,16,,남(S) 방향 거리 3
1331,c3,17,,남(S) 방향 거리 4
1332,c3,18,,남(S) 방향 거리 5
1333,c3,19,,남(S) 방향 거리 6
1334,c3,20,,남(S) 방향 거리 7
1335,c3,21,c3b3,서(W) 방향 거리 1
1336,c3,22,c3a3,서(W) 방향 거리 2
1337,c3,23,,서(W) 방향 거리 3
1338,c3,24,,서(W) 방향 거리 4
1339,c3,25,,서(W) 방향 거리 5
1340,c3,26,,서(W) 방향 거리 6
1341,c3,27,,서(W) 방향 거리 7
1342,c3,28,c3d4,북동(NE) 방향 거리 1
1343,c3,29,c3e5,북동(NE) 방향 거리 2
1344,c3,30,c3f6,북동(NE) 방향 거리 3
1345,c3,31,c3g7,북동(NE) 방향 거리 4
1346,c3,32,c3h8,북동(NE) 방향 거리 5
1347,c3,33,,북동(NE) 방향 거리 6
1348,c3,34,,북동(NE) 방향 거리 7
1349,c3,35,c3b4,북서(NW) 방향 거리 1
1350,c3,36,c3a5,북서(NW) 방향 거리 2
1351,c3,37,,북서(NW) 방향 거리 3
1352,c3,38,,북서(NW) 방향 거리 4
1353,c3,39,,북서(NW) 방향 거리 5
1354,c3,40,,북서(NW) 방향 거리 6
1355,c3,41,,북서(NW) 방향 거리 7
1356,c3,42,c3d2,남동(SE) 방향 거리 1
1357,c3,43,c3e1,남동(SE) 방향 거리 2
1358,c3,44,,남동(SE) 방향 거리 3
1359,c3,45,,남동(SE) 방향 거리 4
1360,c3,46,,남동(SE) 방향 거리 5
1361,c3,47,,남동(SE) 방향 거리 6
1362,c3,48,,남동(SE) 방향 거리 7
1363,c3,49,c3b2,남서(SW) 방향 거리 1
1364,c3,50,c3a1,남서(SW) 방향 거리 2
1365,c3,51,,남서(SW) 방향 거리 3
1366,c3,52,,남서(SW) 방향 거리 4
1367,c3,53,,남서(SW) 방향 거리 5
1368,c3,54,,남서(SW) 방향 거리 6
1369,c3,55,,남서(SW) 방향 거리 7
1370,c3,56,c3d5,"나이트 이동 (+1,+2)"
1371,c3,57,c3e4,"나이트 이동 (+2,+1)"
1372,c3,58,c3e2,"나이트 이동 (+2,−1)"
1373,c3,59,c3d1,"나이트 이동 (+1,−2)"
1374,c3,60,c3b1,"나이트 이동 (−1,−2)"
1375,c3,61,c3a2,"나이트 이동 (−2,−1)"
1376,c3,62,c3a4,"나이트 이동 (−2,+1)"
1377,c3,63,c3b5,"나이트 이동 (−1,+2)"
1378,c3,64,,폰 직진 승격 → 나이트
1379,c3,65,,폰 직진 승격 → 비숍
1380,c3,66,,폰 직진 승격 → 룩
1381,c3,67,,폰 대각선 우 승격 → 나이트
1382,c3,68,,폰 대각선 우 승격 → 비숍
1383,c3,69,,폰 대각선 우 승격 → 룩
1384,c3,70,,폰 대각선 좌 승격 → 나이트
1385,c3,71,,폰 대각선 좌 승격 → 비숍
1386,c3,72,,폰 대각선 좌 승격 → 룩
1387,d3,0,d3d4,북(N) 방향 거리 1
1388,d3,1,d3d5,북(N) 방향 거리 2
1389,d3,2,d3d6,북(N) 방향 거리 3
1390,d3,3,d3d7,북(N) 방향 거리 4
1391,d3,4,d3d8,북(N) 방향 거리 5
1392,d3,5,,북(N) 방향 거리 6
1393,d3,6,,북(N) 방향 거리 7
1394,d3,7,d3e3,동(E) 방향 거리 1
1395,d3,8,d3f3,동(E) 방향 거리 2
1396,d3,9,d3g3,동(E) 방향 거리 3
1397,d3,10,d3h3,동(E) 방향 거리 4
1398,d3,11,,동(E) 방향 거리 5
1399,d3,12,,동(E) 방향 거리 6
1400,d3,13,,동(E) 방향 거리 7
1401,d3,14,d3d2,남(S) 방향 거리 1
1402,d3,15,d3d1,남(S) 방향 거리 2
1403,d3,16,,남(S) 방향 거리 3
1404,d3,17,,남(S) 방향 거리 4
1405,d3,18,,남(S) 방향 거리 5
1406,d3,19,,남(S) 방향 거리 6
1407,d3,20,,남(S) 방향 거리 7
1408,d3,21,d3c3,서(W) 방향 거리 1
1409,d3,22,d3b3,서(W) 방향 거리 2
1410,d3,23,d3a3,서(W) 방향 거리 3
1411,d3,24,,서(W) 방향 거리 4
1412,d3,25,,서(W) 방향 거리 5
1413,d3,26,,서(W) 방향 거리 6
1414,d3,27,,서(W) 방향 거리 7
1415,d3,28,d3e4,북동(NE) 방향 거리 1
1416,d3,29,d3f5,북동(NE) 방향 거리 2
1417,d3,30,d3g6,북동(NE) 방향 거리 3
1418,d3,31,d3h7,북동(NE) 방향 거리 4
1419,d3,32,,북동(NE) 방향 거리 5
1420,d3,33,,북동(NE) 방향 거리 6
1421,d3,34,,북동(NE) 방향 거리 7
1422,d3,35,d3c4,북서(NW) 방향 거리 1
1423,d3,36,d3b5,북서(NW) 방향 거리 2
1424,d3,37,d3a6,북서(NW) 방향 거리 3
1425,d3,38,,북서(NW) 방향 거리 4
1426,d3,39,,북서(NW) 방향 거리 5
1427,d3,40,,북서(NW) 방향 거리 6
1428,d3,41,,북서(NW) 방향 거리 7
1429,d3,42,d3e2,남동(SE) 방향 거리 1
1430,d3,43,d3f1,남동(SE) 방향 거리 2
1431,d3,44,,남동(SE) 방향 거리 3
1432,d3,45,,남동(SE) 방향 거리 4
1433,d3,46,,남동(SE) 방향 거리 5
1434,d3,47,,남동(SE) 방향 거리 6
1435,d3,48,,남동(SE) 방향 거리 7
1436,d3,49,d3c2,남서(SW) 방향 거리 1
1437,d3,50,d3b1,남서(SW) 방향 거리 2
1438,d3,51,,남서(SW) 방향 거리 3
1439,d3,52,,남서(SW) 방향 거리 4
1440,d3,53,,남서(SW) 방향 거리 5
1441,d3,54,,남서(SW) 방향 거리 6
1442,d3,55,,남서(SW) 방향 거리 7
1443,d3,56,d3e5,"나이트 이동 (+1,+2)"
1444,d3,57,d3f4,"나이트 이동 (+2,+1)"
1445,d3,58,d3f2,"나이트 이동 (+2,−1)"
1446,d3,59,d3e1,"나이트 이동 (+1,−2)"
1447,d3,60,d3c1,"나이트 이동 (−1,−2)"
1448,d3,61,d3b2,"나이트 이동 (−2,−1)"
1449,d3,62,d3b4,"나이트 이동 (−2,+1)"
1450,d3,63,d3c5,"나이트 이동 (−1,+2)"
1451,d3,64,,폰 직진 승격 → 나이트
1452,d3,65,,폰 직진 승격 → 비숍
1453,d3,66,,폰 직진 승격 → 룩
1454,d3,67,,폰 대각선 우 승격 → 나이트
1455,d3,68,,폰 대각선 우 승격 → 비숍
1456,d3,69,,폰 대각선 우 승격 → 룩
1457,d3,70,,폰 대각선 좌 승격 → 나이트
1458,d3,71,,폰 대각선 좌 승격 → 비숍
1459,d3,72,,폰 대각선 좌 승격 → 룩
1460,e3,0,e3e4,북(N) 방향 거리 1
1461,e3,1,e3e5,북(N) 방향 거리 2
1462,e3,2,e3e6,북(N) 방향 거리 3
1463,e3,3,e3e7,북(N) 방향 거리 4
1464,e3,4,e3e8,북(N) 방향 거리 5
1465,e3,5,,북(N) 방향 거리 6
1466,e3,6,,북(N) 방향 거리 7
1467,e3,7,e3f3,동(E) 방향 거리 1
1468,e3,8,e3g3,동(E) 방향 거리 2
1469,e3,9,e3h3,동(E) 방향 거리 3
1470,e3,10,,동(E) 방향 거리 4
1471,e3,11,,동(E) 방향 거리 5
1472,e3,12,,동(E) 방향 거리 6
1473,e3,13,,동(E) 방향 거리 7
1474,e3,14,e3e2,남(S) 방향 거리 1
1475,e3,15,e3e1,남(S) 방향 거리 2
1476,e3,16,,남(S) 방향 거리 3
1477,e3,17,,남(S) 방향 거리 4
1478,e3,18,,남(S) 방향 거리 5
1479,e3,19,,남(S) 방향 거리 6
1480,e3,20,,남(S) 방향 거리 7
1481,e3,21,e3d3,서(W) 방향 거리 1
1482,e3,22,e3c3,서(W) 방향 거리 2
1483,e3,23,e3b3,서(W) 방향 거리 3
1484,e3,24,e3a3,서(W) 방향 거리 4
1485,e3,25,,서(W) 방향 거리 5
1486,e3,26,,서(W) 방향 거리 6
1487,e3,27,,서(W) 방향 거리 7
1488,e3,28,e3f4,북동(NE) 방향 거리 1
1489,e3,29,e3g5,북동(NE) 방향 거리 2
1490,e3,30,e3h6,북동(NE) 방향 거리 3
1491,e3,31,,북동(NE) 방향 거리 4
1492,e3,32,,북동(NE) 방향 거리 5
1493,e3,33,,북동(NE) 방향 거리 6
1494,e3,34,,북동(NE) 방향 거리 7
1495,e3,35,e3d4,북서(NW) 방향 거리 1
1496,e3,36,e3c5,북서(NW) 방향 거리 2
1497,e3,37,e3b6,북서(NW) 방향 거리 3
1498,e3,38,e3a7,북서(NW) 방향 거리 4
1499,e3,39,,북서(NW) 방향 거리 5
1500,e3,40,,북서(NW) 방향 거리 6
1501,e3,41,,북서(NW) 방향 거리 7
1502,e3,42,e3f2,남동(SE) 방향 거리 1
1503,e3,43,e3g1,남동(SE) 방향 거리 2
1504,e3,44,,남동(SE) 방향 거리 3
1505,e3,45,,남동(SE) 방향 거리 4
1506,e3,46,,남동(SE) 방향 거리 5
1507,e3,47,,남동(SE) 방향 거리 6
1508,e3,48,,남동(SE) 방향 거리 7
1509,e3,49,e3d2,남서(SW) 방향 거리 1
1510,e3,50,e3c1,남서(SW) 방향 거리 2
1511,e3,51,,남서(SW) 방향 거리 3
1512,e3,52,,남서(SW) 방향 거리 4
1513,e3,53,,남서(SW) 방향 거리 5
1514,e3,54,,남서(SW) 방향 거리 6
1515,e3,55,,남서(SW) 방향 거리 7
1516,e3,56,e3f5,"나이트 이동 (+1,+2)"
1517,e3,57,e3g4,"나이트 이동 (+2,+1)"
1518,e3,58,e3g2,"나이트 이동 (+2,−1)"
1519,e3,59,e3f1,"나이트 이동 (+1,−2)"
1520,e3,60,e3d1,"나이트 이동 (−1,−2)"
1521,e3,61,e3c2,"나이트 이동 (−2,−1)"
1522,e3,62,e3c4,"나이트 이동 (−2,+1)"
1523,e3,63,e3d5,"나이트 이동 (−1,+2)"
1524,e3,64,,폰 직진 승격 → 나이트
1525,e3,65,,폰 직진 승격 → 비숍
1526,e3,66,,폰 직진 승격 → 룩
1527,e3,67,,폰 대각선 우 승격 → 나이트
1528,e3,68,,폰 대각선 우 승격 → 비숍
1529,e3,69,,폰 대각선 우 승격 → 룩
1530,e3,70,,폰 대각선 좌 승격 → 나이트
1531,e3,71,,폰 대각선 좌 승격 → 비숍
1532,e3,72,,폰 대각선 좌 승격 → 룩
1533,f3,0,f3f4,북(N) 방향 거리 1
1534,f3,1,f3f5,북(N) 방향 거리 2
1535,f3,2,f3f6,북(N) 방향 거리 3
1536,f3,3,f3f7,북(N) 방향 거리 4
1537,f3,4,f3f8,북(N) 방향 거리 5
1538,f3,5,,북(N) 방향 거리 6
1539,f3,6,,북(N) 방향 거리 7
1540,f3,7,f3g3,동(E) 방향 거리 1
1541,f3,8,f3h3,동(E) 방향 거리 2
1542,f3,9,,동(E) 방향 거리 3
1543,f3,10,,동(E) 방향 거리 4
1544,f3,11,,동(E) 방향 거리 5
1545,f3,12,,동(E) 방향 거리 6
1546,f3,13,,동(E) 방향 거리 7
1547,f3,14,f3f2,남(S) 방향 거리 1
1548,f3,15,f3f1,남(S) 방향 거리 2
1549,f3,16,,남(S) 방향 거리 3
1550,f3,17,,남(S) 방향 거리 4
1551,f3,18,,남(S) 방향 거리 5
1552,f3,19,,남(S) 방향 거리 6
1553,f3,20,,남(S) 방향 거리 7
1554,f3,21,f3e3,서(W) 방향 거리 1
1555,f3,22,f3d3,서(W) 방향 거리 2
1556,f3,23,f3c3,서(W) 방향 거리 3
1557,f3,24,f3b3,서(W) 방향 거리 4
1558,f3,25,f3a3,서(W) 방향 거리 5
1559,f3,26,,서(W) 방향 거리 6
1560,f3,27,,서(W) 방향 거리 7
1561,f3,28,f3g4,북동(NE) 방향 거리 1
1562,f3,29,f3h5,북동(NE) 방향 거리 2
1563,f3,30,,북동(NE) 방향 거리 3
1564,f3,31,,북동(NE) 방향 거리 4
1565,f3,32,,북동(NE) 방향 거리 5
1566,f3,33,,북동(NE) 방향 거리 6
1567,f3,34,,북동(NE) 방향 거리 7
1568,f3,35,f3e4,북서(NW) 방향 거리 1
1569,f3,36,f3d5,북서(NW) 방향 거리 2
1570,f3,37,f3c6,북서(NW) 방향 거리 3
1571,f3,38,f3b7,북서(NW) 방향 거리 4
1572,f3,39,f3a8,북서(NW) 방향 거리 5
1573,f3,40,,북서(NW) 방향 거리 6
1574,f3,41,,북서(NW) 방향 거리 7
1575,f3,42,f3g2,남동(SE) 방향 거리 1
1576,f3,43,f3h1,남동(SE) 방향 거리 2
1577,f3,44,,남동(SE) 방향 거리 3
1578,f3,45,,남동(SE) 방향 거리 4
1579,f3,46,,남동(SE) 방향 거리 5
1580,f3,47,,남동(SE) 방향 거리 6
1581,f3,48,,남동(SE) 방향 거리 7
1582,f3,49,f3e2,남서(SW) 방향 거리 1
1583,f3,50,f3d1,남서(SW) 방향 거리 2
1584,f3,51,,남서(SW) 방향 거리 3
1585,f3,52,,남서(SW) 방향 거리 4
1586,f3,53,,남서(SW) 방향 거리 5
1587,f3,54,,남서(SW) 방향 거리 6
1588,f3,55,,남서(SW) 방향 거리 7
1589,f3,56,f3g5,"나이트 이동 (+1,+2)"
1590,f3,57,f3h4,"나이트 이동 (+2,+1)"
1591,f3,58,f3h2,"나이트 이동 (+2,−1)"
1592,f3,59,f3g1,"나이트 이동 (+1,−2)"
1593,f3,60,f3e1,"나이트 이동 (−1,−2)"
1594,f3,61,f3d2,"나이트 이동 (−2,−1)"
1595,f3,62,f3d4,"나이트 이동 (−2,+1)"
1596,f3,63,f3e5,"나이트 이동 (−1,+2)"
1597,f3,64,,폰 직진 승격 → 나이트
1598,f3,65,,폰 직진 승격 → 비숍
1599,f3,66,,폰 직진 승격 → 룩
1600,f3,67,,폰 대각선 우 승격 → 나이트
1601,f3,68,,폰 대각선 우 승격 → 비숍
1602,f3,69,,폰 대각선 우 승격 → 룩
1603,f3,70,,폰 대각선 좌 승격 → 나이트
1604,f3,71,,폰 대각선 좌 승격 → 비숍
1605,f3,72,,폰 대각선 좌 승격 → 룩
1606,g3,0,g3g4,북(N) 방향 거리 1
1607,g3,1,g3g5,북(N) 방향 거리 2
1608,g3,2,g3g6,북(N) 방향 거리 3
1609,g3,3,g3g7,북(N) 방향 거리 4
1610,g3,4,g3g8,북(N) 방향 거리 5
1611,g3,5,,북(N) 방향 거리 6
1612,g3,6,,북(N) 방향 거리 7
1613,g3,7,g3h3,동(E) 방향 거리 1
1614,g3,8,,동(E) 방향 거리 2
1615,g3,9,,동(E) 방향 거리 3
1616,g3,10,,동(E) 방향 거리 4
1617,g3,11,,동(E) 방향 거리 5
1618,g3,12,,동(E) 방향 거리 6
1619,g3,13,,동(E) 방향 거리 7
1620,g3,14,g3g2,남(S) 방향 거리 1
1621,g3,15,g3g1,남(S) 방향 거리 2
1622,g3,16,,남(S) 방향 거리 3
1623,g3,17,,남(S) 방향 거리 4
1624,g3,18,,남(S) 방향 거리 5
1625,g3,19,,남(S) 방향 거리 6
1626,g3,20,,남(S) 방향 거리 7
1627,g3,21,g3f3,서(W) 방향 거리 1
1628,g3,22,g3e3,서(W) 방향 거리 2
1629,g3,23,g3d3,서(W) 방향 거리 3
1630,g3,24,g3c3,서(W) 방향 거리 4
1631,g3,25,g3b3,서(W) 방향 거리 5
1632,g3,26,g3a3,서(W) 방향 거리 6
1633,g3,27,,서(W) 방향 거리 7
1634,g3,28,g3h4,북동(NE) 방향 거리 1
1635,g3,29,,북동(NE) 방향 거리 2
1636,g3,30,,북동(NE) 방향 거리 3
1637,g3,31,,북동(NE) 방향 거리 4
1638,g3,32,,북동(NE) 방향 거리 5
1639,g3,33,,북동(NE) 방향 거리 6
1640,g3,34,,북동(NE) 방향 거리 7
1641,g3,35,g3f4,북서(NW) 방향 거리 1
1642,g3,36,g3e5,북서(NW) 방향 거리 2
1643,g3,37,g3d6,북서(NW) 방향 거리 3
1644,g3,38,g3c7,북서(NW) 방향 거리 4
1645,g3,39,g3b8,북서(NW) 방향 거리 5
1646,g3,40,,북서(NW) 방향 거리 6
1647,g3,41,,북서(NW) 방향 거리 7
1648,g3,42,g3h2,남동(SE) 방향 거리 1
1649,g3,43,,남동(SE) 방향 거리 2
1650,g3,44,,남동(SE) 방향 거리 3
1651,g3,45,,남동(SE) 방향 거리 4
1652,g3,46,,남동(SE) 방향 거리 5
1653,g3,47,,남동(SE) 방향 거리 6
1654,g3,48,,남동(SE) 방향 거리 7
1655,g3,49,g3f2,남서(SW) 방향 거리 1
1656,g3,50,g3e1,남서(SW) 방향 거리 2
1657,g3,51,,남서(SW) 방향 거리 3
1658,g3,52,,남서(SW) 방향 거리 4
1659,g3,53,,남서(SW) 방향 거리 5
1660,g3,54,,남서(SW) 방향 거리 6
1661,g3,55,,남서(SW) 방향 거리 7
1662,g3,56,g3h5,"나이트 이동 (+1,+2)"
1663,g3,57,,"나이트 이동 (+2,+1)"
1664,g3,58,,"나이트 이동 (+2,−1)"
1665,g3,59,g3h1,"나이트 이동 (+1,−2)"
1666,g3,60,g3f1,"나이트 이동 (−1,−2)"
1667,g3,61,g3e2,"나이트 이동 (−2,−1)"
1668,g3,62,g3e4,"나이트 이동 (−2,+1)"
1669,g3,63,g3f5,"나이트 이동 (−1,+2)"
1670,g3,64,,폰 직진 승격 → 나이트
1671,g3,65,,폰 직진 승격 → 비숍
1672,g3,66,,폰 직진 승격 → 룩
1673,g3,67,,폰 대각선 우 승격 → 나이트
1674,g3,68,,폰 대각선 우 승격 → 비숍
1675,g3,69,,폰 대각선 우 승격 → 룩
1676,g3,70,,폰 대각선 좌 승격 → 나이트
1677,g3,71,,폰 대각선 좌 승격 → 비숍
1678,g3,72,,폰 대각선 좌 승격 → 룩
1679,h3,0,h3h4,북(N) 방향 거리 1
1680,h3,1,h3h5,북(N) 방향 거리 2
1681,h3,2,h3h6,북(N) 방향 거리 3
1682,h3,3,h3h7,북(N) 방향 거리 4
1683,h3,4,h3h8,북(N) 방향 거리 5
1684,h3,5,,북(N) 방향 거리 6
1685,h3,6,,북(N) 방향 거리 7
1686,h3,7,,동(E) 방향 거리 1
1687,h3,8,,동(E) 방향 거리 2
1688,h3,9,,동(E) 방향 거리 3
1689,h3,10,,동(E) 방향 거리 4
1690,h3,11,,동(E) 방향 거리 5
1691,h3,12,,동(E) 방향 거리 6
1692,h3,13,,동(E) 방향 거리 7
1693,h3,14,h3h2,남(S) 방향 거리 1
1694,h3,15,h3h1,남(S) 방향 거리 2
1695,h3,16,,남(S) 방향 거리 3
1696,h3,17,,남(S) 방향 거리 4
1697,h3,18,,남(S) 방향 거리 5
1698,h3,19,,남(S) 방향 거리 6
1699,h3,20,,남(S) 방향 거리 7
1700,h3,21,h3g3,서(W) 방향 거리 1
1701,h3,22,h3f3,서(W) 방향 거리 2
1702,h3,23,h3e3,서(W) 방향 거리 3
1703,h3,24,h3d3,서(W) 방향 거리 4
1704,h3,25,h3c3,서(W) 방향 거리 5
1705,h3,26,h3b3,서(W) 방향 거리 6
1706,h3,27,h3a3,서(W) 방향 거리 7
1707,h3,28,,북동(NE) 방향 거리 1
1708,h3,29,,북동(NE) 방향 거리 2
1709,h3,30,,북동(NE) 방향 거리 3
1710,h3,31,,북동(NE) 방향 거리 4
1711,h3,32,,북동(NE) 방향 거리 5
1712,h3,33,,북동(NE) 방향 거리 6
1713,h3,34,,북동(NE) 방향 거리 7
1714,h3,35,h3g4,북서(NW) 방향 거리 1
1715,h3,36,h3f5,북서(NW) 방향 거리 2
1716,h3,37,h3e6,북서(NW) 방향 거리 3
1717,h3,38,h3d7,북서(NW) 방향 거리 4
1718,h3,39,h3c8,북서(NW) 방향 거리 5
1719,h3,40,,북서(NW) 방향 거리 6
1720,h3,41,,북서(NW) 방향 거리 7
1721,h3,42,,남동(SE) 방향 거리 1
1722,h3,43,,남동(SE) 방향 거리 2
1723,h3,44,,남동(SE) 방향 거리 3
1724,h3,45,,남동(SE) 방향 거리 4
1725,h3,46,,남동(SE) 방향 거리 5
1726,h3,47,,남동(SE) 방향 거리 6
1727,h3,48,,남동(SE) 방향 거리 7
1728,h3,49,h3g2,남서(SW) 방향 거리 1
1729,h3,50,h3f1,남서(SW) 방향 거리 2
